Organism A,Organism B,Ancestor age,Rate
Macropus rufus,Ursus thibetanus,144850000,4138571.4285714286
Macropus rufus,Accipiter gentilis,316350000,7030000.0
Macropus rufus,Ailuropoda melanoleuca,144850000,3914864.864864865
Macropus rufus,Alligator mississippiensis,316350000,4793181.818181818
Macropus rufus,Antrozous pallidus,144850000,3914864.864864865
Macropus rufus,Canis latrans,144850000,4138571.4285714286
Macropus rufus,Cebus capucinus,144850000,3914864.864864865
Macropus rufus,Chlorocebus aethiops,144850000,4023611.111111111
Macropus rufus,Chrysocyon brachyurus,144850000,4138571.4285714286
Macropus rufus,Dasypus novemcinctus,144850000,3148913.0434782607
Macropus rufus,Didelphis virginiana,81700000,2553125.0
Macropus rufus,Equus caballus,144850000,3448809.523809524
Macropus rufus,Lama vicugna,144850000,3448809.523809524
Macropus rufus,Physeter catodon,109550000,2882894.736842105
Macropus rufus,Procyon lotor,144850000,4138571.4285714286
Macropus rufus,Oryctolagus cuniculus,144850000,3714102.564102564
Macropus rufus,Talpa europaea,144850000,3218888.888888889
Macropus rufus,Ursus maritimus,144850000,4138571.4285714286
Macropus rufus,Aotus trivirgatus,144850000,3914864.864864865
Macropus rufus,Bradypus tridactylus,144850000,3148913.0434782607
Macropus rufus,Bubalus bubalis,144850000,3448809.523809524
Macropus rufus,Caretta caretta,316350000,5361864.406779661
Macropus rufus,Gallus gallus,316350000,6730851.063829787
Macropus rufus,Columba livia,316350000,7532142.857142857
Macropus rufus,Helarctos malayanus,144850000,4138571.4285714286
Macropus rufus,Lepus europaeus,144850000,3811842.1052631577
Macropus rufus,Loxodonta africana,144850000,3621250.0
Meles meles,Mus musculus,99275000,3676851.8518518517
Meles meles,Rattus norvegicus,99275000,3423275.8620689656
Meles meles,Panthera leo,57350000,2294000.0
Meles meles,Triturus cristatus,338650000,4639041.095890411
Meles meles,Ateles paniscus,99275000,7091071.428571428
Meles meles,Branta canadensis,316350000,7189772.7272727275
Meles meles,Camelus dromedarius,87325000,3358653.846153846
Meles meles,Cebus albifrons,99275000,9025000.0
Meles meles,Crocodylus siamensis,316350000,4721641.791044776
Meles meles,Echinops telfairi,70850000,1864473.6842105263
Meles meles,Erinaceus europaeus,88177000,3833782.6086956523
Meles meles,Hippopotamus amphibius,87325000,3796739.1304347827
Meles meles,Lagothrix lagotricha,99275000,7636538.461538462
Meles meles,Lutra lutra,18920000,4730000.0
Meles meles,Macaca mulatta,99275000,7636538.461538462
Meles meles,Mellivora capensis,16407500,4101875.0
Meles meles,Microtus xanthognathus,99275000,2026020.4081632653
Meles meles,Nasua nasua,44675000,4963888.888888889
Meles meles,Tursiops truncatus,109550000,4763043.478260869
Meles meles,Anas platyrhynchos,316350000,7030000.0
Meles meles,Camelus bactrianus,87325000,3358653.846153846
Meles meles,Cavia porcellus,99275000,2836428.5714285714
Meles meles,Crocuta crocuta,57350000,3186111.111111111
Meles meles,Elephas maximus,70850000,2530357.1428571427
Meles meles,Lama guanicoe,87325000,3234259.2592592593
Meles meles,Martes foina,20507500,4101500.0
Meles meles,Mustela putorius,20507500,2929642.8571428573
Meles meles,Paguma larvata,57350000,3018421.052631579
Meles meles,Sminthopsis crassicaudata,144850000,3532926.8292682925
Meles meles,Struthio camelus,316350000,6877173.9130434785
Meles meles,Tragelaphus strepsiceros,87325000,3796739.1304347827
Meles meles,Tapirus terrestris,69775000,2491964.285714286
Meles meles,Callimico goeldii,99275000,6618333.333333333
Meles meles,Colobus guereza,99275000,945476.1904761905
Meles meles,Lama glama,87325000,3234259.2592592593
Meles meles,Macropus giganteus,144850000,4260294.117647059
Meles meles,Phalacrocorax carbo,316350000,7356976.7441860465
Meles meles,Papio cynocephalus,99275000,8272916.666666667
Meles meles,Rhinolophus ferrumequinum,63150000,3946875.0
Meles meles,Squalus acanthias,475975000,5876234.567901234
Meles meles,Vultur gryphus,316350000,7189772.7272727275
Meles meles,Panthera onca,57350000,2205769.230769231
Meles meles,Aquila chrysaetos,316350000,7189772.7272727275
Meles meles,Ateles geoffroyi,99275000,6618333.333333333
Meles meles,Balaenoptera acutorostrata,109550000,5765789.47368421
Meles meles,Bos taurus,87325000,3638541.6666666665
Meles meles,Ceratotherium simum,69775000,3033695.652173913
Meles meles,Crocodylus niloticus,316350000,4866923.076923077
Meles meles,Dasyurus viverrinus,144850000,2069285.7142857143
Meles meles,Equus zebra,69775000,2791000.0
Meles meles,Homo sapiens,99275000,936556.6037735849
Meles meles,Papio anubis,99275000,7636538.461538462
Meles meles,Saimiri sciureus,99275000,5839705.882352941
Meles meles,Scalopus aquaticus,69775000,2180468.75
Meles meles,Ovis aries,87325000,3118750.0
Meles meles,Ursus thibetanus,44675000,4963888.888888889
Meles meles,Accipiter gentilis,316350000,7030000.0
Meles meles,Ailuropoda melanoleuca,44675000,6382142.857142857
Meles meles,Alligator mississippiensis,316350000,4519285.714285715
Meles meles,Antrozous pallidus,63150000,2870454.5454545454
Meles meles,Canis latrans,44675000,5584375.0
Meles meles,Cebus capucinus,99275000,9025000.0
Meles meles,Chlorocebus aethiops,99275000,8272916.666666667
Meles meles,Chrysocyon brachyurus,44675000,5584375.0
Meles meles,Dasypus novemcinctus,67150000,2034848.4848484849
Meles meles,Didelphis virginiana,144850000,3621250.0
Meles meles,Equus caballus,69775000,2683653.846153846
Meles meles,Lama vicugna,87325000,3234259.2592592593
Meles meles,Physeter catodon,109550000,4382000.0
Meles meles,Procyon lotor,44675000,4061363.6363636362
Meles meles,Oryctolagus cuniculus,99275000,5515277.777777778
Meles meles,Talpa europaea,69775000,2683653.846153846
Meles meles,Ursus maritimus,44675000,4963888.888888889
Meles meles,Aotus trivirgatus,99275000,7636538.461538462
Meles meles,Bradypus tridactylus,67150000,2098437.5
Meles meles,Bubalus bubalis,87325000,3796739.1304347827
Meles meles,Caretta caretta,316350000,5454310.344827586
Meles meles,Gallus gallus,316350000,7030000.0
Meles meles,Columba livia,316350000,7356976.7441860465
Meles meles,Helarctos malayanus,44675000,4963888.888888889
Meles meles,Lepus europaeus,99275000,5839705.882352941
Meles meles,Loxodonta africana,70850000,2443103.4482758623
Meles meles,Macropus rufus,144850000,4389393.939393939
Myotis velifer,Mus musculus,99275000,3309166.6666666665
Myotis velifer,Rattus norvegicus,99275000,3102343.75
Myotis velifer,Panthera leo,63150000,2105000.0
Myotis velifer,Triturus cristatus,338650000,4576351.3513513515
Myotis velifer,Ateles paniscus,99275000,3545535.714285714
Myotis velifer,Branta canadensis,316350000,7030000.0
Myotis velifer,Camelus dromedarius,87325000,2910833.3333333335
Myotis velifer,Cebus albifrons,99275000,3971000.0
Myotis velifer,Crocodylus siamensis,316350000,4652205.882352941
Myotis velifer,Echinops telfairi,70850000,1647674.4186046512
Myotis velifer,Erinaceus europaeus,88177000,3149178.5714285714
Myotis velifer,Hippopotamus amphibius,87325000,3118750.0
Myotis velifer,Lagothrix lagotricha,99275000,3676851.8518518517
Myotis velifer,Lutra lutra,63150000,3007142.8571428573
Myotis velifer,Macaca mulatta,99275000,3545535.714285714
Myotis velifer,Mellivora capensis,63150000,3157500.0
Myotis velifer,Microtus xanthognathus,99275000,2158152.1739130435
Myotis velifer,Nasua nasua,63150000,2745652.1739130435
Myotis velifer,Tursiops truncatus,109550000,3912500.0
Myotis velifer,Anas platyrhynchos,316350000,6877173.9130434785
Myotis velifer,Camelus bactrianus,87325000,2910833.3333333335
Myotis velifer,Cavia porcellus,99275000,2545512.8205128205
Myotis velifer,Crocuta crocuta,63150000,2177586.206896552
Myotis velifer,Elephas maximus,70850000,2214062.5
Myotis velifer,Lama guanicoe,87325000,2816935.4838709678
Myotis velifer,Martes foina,63150000,3007142.8571428573
Myotis velifer,Mustela putorius,63150000,2745652.1739130435
Myotis velifer,Paguma larvata,63150000,2428846.153846154
Myotis velifer,Sminthopsis crassicaudata,144850000,3621250.0
Myotis velifer,Struthio camelus,316350000,7030000.0
Myotis velifer,Tragelaphus strepsiceros,87325000,2728906.25
Myotis velifer,Tapirus terrestris,69775000,2114393.9393939395
Myotis velifer,Callimico goeldii,99275000,3423275.8620689656
Myotis velifer,Colobus guereza,99275000,886383.9285714285
Myotis velifer,Lama glama,87325000,2816935.4838709678
Myotis velifer,Macropus giganteus,144850000,3714102.564102564
Myotis velifer,Phalacrocorax carbo,316350000,7532142.857142857
Myotis velifer,Papio cynocephalus,99275000,3818269.230769231
Myotis velifer,Rhinolophus ferrumequinum,50400000,2520000.0
Myotis velifer,Squalus acanthias,475975000,5666369.047619048
Myotis velifer,Vultur gryphus,316350000,7030000.0
Myotis velifer,Panthera onca,63150000,2037096.7741935484
Myotis velifer,Aquila chrysaetos,316350000,7030000.0
Myotis velifer,Ateles geoffroyi,99275000,3545535.714285714
Myotis velifer,Balaenoptera acutorostrata,109550000,3912500.0
Myotis velifer,Bos taurus,87325000,2728906.25
Myotis velifer,Ceratotherium simum,69775000,2406034.4827586208
Myotis velifer,Crocodylus niloticus,316350000,4793181.818181818
Myotis velifer,Dasyurus viverrinus,144850000,1931333.3333333333
Myotis velifer,Equus zebra,69775000,2406034.4827586208
Myotis velifer,Homo sapiens,99275000,910779.8165137614
Myotis velifer,Papio anubis,99275000,3676851.8518518517
Myotis velifer,Saimiri sciureus,99275000,3545535.714285714
Myotis velifer,Scalopus aquaticus,69775000,1885810.810810811
Myotis velifer,Ovis aries,87325000,2816935.4838709678
Myotis velifer,Ursus thibetanus,63150000,2631250.0
Myotis velifer,Accipiter gentilis,316350000,7030000.0
Myotis velifer,Ailuropoda melanoleuca,63150000,2745652.1739130435
Myotis velifer,Alligator mississippiensis,316350000,4652205.882352941
Myotis velifer,Antrozous pallidus,24732500,1374027.7777777778
Myotis velifer,Canis latrans,63150000,2745652.1739130435
Myotis velifer,Cebus capucinus,99275000,3971000.0
Myotis velifer,Chlorocebus aethiops,99275000,3676851.8518518517
Myotis velifer,Chrysocyon brachyurus,63150000,2745652.1739130435
Myotis velifer,Dasypus novemcinctus,67150000,1814864.8648648649
Myotis velifer,Didelphis virginiana,144850000,3368604.6511627906
Myotis velifer,Equus caballus,69775000,2250806.4516129033
Myotis velifer,Lama vicugna,87325000,2816935.4838709678
Myotis velifer,Physeter catodon,109550000,3533870.9677419355
Myotis velifer,Procyon lotor,63150000,3007142.8571428573
Myotis velifer,Oryctolagus cuniculus,99275000,3423275.8620689656
Myotis velifer,Talpa europaea,69775000,2584259.2592592593
Myotis velifer,Ursus maritimus,63150000,2631250.0
Myotis velifer,Aotus trivirgatus,99275000,3818269.230769231
Myotis velifer,Bradypus tridactylus,67150000,2315517.2413793104
Myotis velifer,Bubalus bubalis,87325000,2816935.4838709678
Myotis velifer,Caretta caretta,316350000,5272500.0
Myotis velifer,Gallus gallus,316350000,6877173.9130434785
Myotis velifer,Columba livia,316350000,7189772.7272727275
Myotis velifer,Helarctos malayanus,63150000,2631250.0
Myotis velifer,Lepus europaeus,99275000,3545535.714285714
Myotis velifer,Loxodonta africana,70850000,2214062.5
Myotis velifer,Macropus rufus,144850000,3811842.1052631577
Myotis velifer,Meles meles,63150000,2870454.5454545454
Ornithorhynchus anatinus,Mus musculus,171350000,4283750.0
Ornithorhynchus anatinus,Rattus norvegicus,171350000,4079761.904761905
Ornithorhynchus anatinus,Panthera leo,171350000,4283750.0
Ornithorhynchus anatinus,Triturus cristatus,338650000,4286708.860759494
Ornithorhynchus anatinus,Ateles paniscus,171350000,5039705.882352941
Ornithorhynchus anatinus,Branta canadensis,316350000,7189772.7272727275
Ornithorhynchus anatinus,Camelus dromedarius,171350000,4759722.222222222
Ornithorhynchus anatinus,Cebus albifrons,171350000,4759722.222222222
Ornithorhynchus anatinus,Crocodylus siamensis,316350000,4721641.791044776
Ornithorhynchus anatinus,Echinops telfairi,171350000,3569791.6666666665
Ornithorhynchus anatinus,Erinaceus europaeus,171350000,5192424.242424242
Ornithorhynchus anatinus,Hippopotamus amphibius,171350000,4895714.285714285
Ornithorhynchus anatinus,Lagothrix lagotricha,171350000,4631081.081081081
Ornithorhynchus anatinus,Lutra lutra,171350000,5527419.354838709
Ornithorhynchus anatinus,Macaca mulatta,171350000,4895714.285714285
Ornithorhynchus anatinus,Mellivora capensis,171350000,5354687.5
Ornithorhynchus anatinus,Microtus xanthognathus,171350000,3173148.1481481483
Ornithorhynchus anatinus,Nasua nasua,171350000,5527419.354838709
Ornithorhynchus anatinus,Tursiops truncatus,113700000,3553125.0
Ornithorhynchus anatinus,Anas platyrhynchos,316350000,7189772.7272727275
Ornithorhynchus anatinus,Camelus bactrianus,171350000,4759722.222222222
Ornithorhynchus anatinus,Cavia porcellus,171350000,3984883.7209302327
Ornithorhynchus anatinus,Crocuta crocuta,171350000,4509210.52631579
Ornithorhynchus anatinus,Elephas maximus,171350000,4509210.52631579
Ornithorhynchus anatinus,Lama guanicoe,171350000,4631081.081081081
Ornithorhynchus anatinus,Martes foina,171350000,5527419.354838709
Ornithorhynchus anatinus,Mustela putorius,171350000,5192424.242424242
Ornithorhynchus anatinus,Paguma larvata,171350000,4393589.743589744
Ornithorhynchus anatinus,Sminthopsis crassicaudata,171350000,4283750.0
Ornithorhynchus anatinus,Struthio camelus,316350000,7030000.0
Ornithorhynchus anatinus,Tragelaphus strepsiceros,171350000,4509210.52631579
Ornithorhynchus anatinus,Tapirus terrestris,171350000,4509210.52631579
Ornithorhynchus anatinus,Callimico goeldii,171350000,5039705.882352941
Ornithorhynchus anatinus,Colobus guereza,171350000,1503070.1754385964
Ornithorhynchus anatinus,Lama glama,171350000,4631081.081081081
Ornithorhynchus anatinus,Macropus giganteus,171350000,4393589.743589744
Ornithorhynchus anatinus,Phalacrocorax carbo,316350000,7532142.857142857
Ornithorhynchus anatinus,Papio cynocephalus,171350000,4895714.285714285
Ornithorhynchus anatinus,Rhinolophus ferrumequinum,171350000,5192424.242424242
Ornithorhynchus anatinus,Squalus acanthias,475975000,5599705.882352941
Ornithorhynchus anatinus,Vultur gryphus,316350000,7189772.7272727275
Ornithorhynchus anatinus,Panthera onca,171350000,4179268.2926829266
Ornithorhynchus anatinus,Aquila chrysaetos,316350000,7189772.7272727275
Ornithorhynchus anatinus,Ateles geoffroyi,171350000,4631081.081081081
Ornithorhynchus anatinus,Balaenoptera acutorostrata,113700000,3667741.935483871
Ornithorhynchus anatinus,Bos taurus,171350000,4283750.0
Ornithorhynchus anatinus,Ceratotherium simum,171350000,4393589.743589744
Ornithorhynchus anatinus,Crocodylus niloticus,316350000,4866923.076923077
Ornithorhynchus anatinus,Dasyurus viverrinus,171350000,2196794.871794872
Ornithorhynchus anatinus,Equus zebra,171350000,4895714.285714285
Ornithorhynchus anatinus,Homo sapiens,171350000,1529910.7142857143
Ornithorhynchus anatinus,Papio anubis,171350000,4759722.222222222
Ornithorhynchus anatinus,Saimiri sciureus,171350000,4631081.081081081
Ornithorhynchus anatinus,Scalopus aquaticus,171350000,3725000.0
Ornithorhynchus anatinus,Ovis aries,171350000,4179268.2926829266
Ornithorhynchus anatinus,Ursus thibetanus,171350000,5527419.354838709
Ornithorhynchus anatinus,Accipiter gentilis,316350000,7532142.857142857
Ornithorhynchus anatinus,Ailuropoda melanoleuca,171350000,4895714.285714285
Ornithorhynchus anatinus,Alligator mississippiensis,316350000,4519285.714285715
Ornithorhynchus anatinus,Antrozous pallidus,171350000,6119642.857142857
Ornithorhynchus anatinus,Canis latrans,171350000,4759722.222222222
Ornithorhynchus anatinus,Cebus capucinus,171350000,4759722.222222222
Ornithorhynchus anatinus,Chlorocebus aethiops,171350000,5039705.882352941
Ornithorhynchus anatinus,Chrysocyon brachyurus,171350000,4759722.222222222
Ornithorhynchus anatinus,Dasypus novemcinctus,171350000,3807777.777777778
Ornithorhynchus anatinus,Didelphis virginiana,171350000,4179268.2926829266
Ornithorhynchus anatinus,Equus caballus,171350000,4895714.285714285
Ornithorhynchus anatinus,Lama vicugna,171350000,4631081.081081081
Ornithorhynchus anatinus,Physeter catodon,113700000,3158333.3333333335
Ornithorhynchus anatinus,Procyon lotor,171350000,5527419.354838709
Ornithorhynchus anatinus,Oryctolagus cuniculus,171350000,5192424.242424242
Ornithorhynchus anatinus,Talpa europaea,171350000,4509210.52631579
Ornithorhynchus anatinus,Ursus maritimus,171350000,5527419.354838709
Ornithorhynchus anatinus,Aotus trivirgatus,171350000,4895714.285714285
Ornithorhynchus anatinus,Bradypus tridactylus,171350000,4283750.0
Ornithorhynchus anatinus,Bubalus bubalis,171350000,4393589.743589744
Ornithorhynchus anatinus,Caretta caretta,316350000,5186065.573770491
Ornithorhynchus anatinus,Gallus gallus,316350000,7356976.7441860465
Ornithorhynchus anatinus,Columba livia,316350000,7532142.857142857
Ornithorhynchus anatinus,Helarctos malayanus,171350000,5527419.354838709
Ornithorhynchus anatinus,Lepus europaeus,171350000,5039705.882352941
Ornithorhynchus anatinus,Loxodonta africana,171350000,4509210.52631579
Ornithorhynchus anatinus,Macropus rufus,171350000,4509210.52631579
Ornithorhynchus anatinus,Meles meles,171350000,5192424.242424242
Ornithorhynchus anatinus,Myotis velifer,171350000,4895714.285714285
Potorous tridactylus,Mus musculus,144850000,3081914.8936170214
Potorous tridactylus,Rattus norvegicus,144850000,3017708.3333333335
Potorous tridactylus,Panthera leo,144850000,3218888.888888889
Potorous tridactylus,Triturus cristatus,338650000,4515333.333333333
Potorous tridactylus,Ateles paniscus,144850000,3448809.523809524
Potorous tridactylus,Branta canadensis,316350000,7356976.7441860465
Potorous tridactylus,Camelus dromedarius,144850000,3368604.6511627906
Potorous tridactylus,Cebus albifrons,144850000,3368604.6511627906
Potorous tridactylus,Crocodylus siamensis,316350000,4866923.076923077
Potorous tridactylus,Echinops telfairi,144850000,2897000.0
Potorous tridactylus,Erinaceus europaeus,88177000,2844419.35483871
Potorous tridactylus,Hippopotamus amphibius,144850000,3292045.4545454546
Potorous tridactylus,Lagothrix lagotricha,144850000,3368604.6511627906
Potorous tridactylus,Lutra lutra,144850000,4138571.4285714286
Potorous tridactylus,Macaca mulatta,144850000,3621250.0
Potorous tridactylus,Mellivora capensis,144850000,4023611.111111111
Potorous tridactylus,Microtus xanthognathus,144850000,2733018.867924528
Potorous tridactylus,Nasua nasua,144850000,3621250.0
Potorous tridactylus,Tursiops truncatus,109550000,2489772.727272727
Potorous tridactylus,Anas platyrhynchos,316350000,7030000.0
Potorous tridactylus,Camelus bactrianus,144850000,3368604.6511627906
Potorous tridactylus,Cavia porcellus,144850000,2956122.448979592
Potorous tridactylus,Crocuta crocuta,144850000,3368604.6511627906
Potorous tridactylus,Elephas maximus,144850000,3714102.564102564
Potorous tridactylus,Lama guanicoe,144850000,3292045.4545454546
Potorous tridactylus,Martes foina,144850000,4023611.111111111
Potorous tridactylus,Mustela putorius,144850000,3811842.1052631577
Potorous tridactylus,Paguma larvata,144850000,3368604.6511627906
Potorous tridactylus,Sminthopsis crassicaudata,46132500,1774326.923076923
Potorous tridactylus,Struthio camelus,316350000,6877173.9130434785
Potorous tridactylus,Tragelaphus strepsiceros,144850000,3081914.8936170214
Potorous tridactylus,Tapirus terrestris,144850000,3368604.6511627906
Potorous tridactylus,Callimico goeldii,144850000,3368604.6511627906
Potorous tridactylus,Colobus guereza,144850000,1281858.4070796461
Potorous tridactylus,Lama glama,144850000,3292045.4545454546
Potorous tridactylus,Macropus giganteus,27090000,1806000.0
Potorous tridactylus,Phalacrocorax carbo,316350000,7030000.0
Potorous tridactylus,Papio cynocephalus,144850000,3714102.564102564
Potorous tridactylus,Rhinolophus ferrumequinum,144850000,3811842.1052631577
Potorous tridactylus,Squalus acanthias,475975000,5470977.011494253
Potorous tridactylus,Vultur gryphus,316350000,7030000.0
Potorous tridactylus,Panthera onca,144850000,3148913.0434782607
Potorous tridactylus,Aquila chrysaetos,316350000,6877173.9130434785
Potorous tridactylus,Ateles geoffroyi,144850000,3292045.4545454546
Potorous tridactylus,Balaenoptera acutorostrata,109550000,2671951.2195121953
Potorous tridactylus,Bos taurus,144850000,3081914.8936170214
Potorous tridactylus,Ceratotherium simum,144850000,3532926.8292682925
Potorous tridactylus,Crocodylus niloticus,316350000,4942968.75
Potorous tridactylus,Dasyurus viverrinus,46132500,668586.9565217391
Potorous tridactylus,Equus zebra,144850000,3532926.8292682925
Potorous tridactylus,Homo sapiens,144850000,1248706.896551724
Potorous tridactylus,Papio anubis,144850000,3621250.0
Potorous tridactylus,Saimiri sciureus,144850000,3292045.4545454546
Potorous tridactylus,Scalopus aquaticus,144850000,3218888.888888889
Potorous tridactylus,Ovis aries,144850000,3017708.3333333335
Potorous tridactylus,Ursus thibetanus,144850000,4138571.4285714286
Potorous tridactylus,Accipiter gentilis,316350000,7189772.7272727275
Potorous tridactylus,Ailuropoda melanoleuca,144850000,3621250.0
Potorous tridactylus,Alligator mississippiensis,316350000,4721641.791044776
Potorous tridactylus,Antrozous pallidus,144850000,3448809.523809524
Potorous tridactylus,Canis latrans,144850000,4138571.4285714286
Potorous tridactylus,Cebus capucinus,144850000,3368604.6511627906
Potorous tridactylus,Chlorocebus aethiops,144850000,3621250.0
Potorous tridactylus,Chrysocyon brachyurus,144850000,4138571.4285714286
Potorous tridactylus,Dasypus novemcinctus,144850000,3218888.888888889
Potorous tridactylus,Didelphis virginiana,81700000,2402941.1764705884
Potorous tridactylus,Equus caballus,144850000,3448809.523809524
Potorous tridactylus,Lama vicugna,144850000,3292045.4545454546
Potorous tridactylus,Physeter catodon,109550000,2808974.358974359
Potorous tridactylus,Procyon lotor,144850000,3811842.1052631577
Potorous tridactylus,Oryctolagus cuniculus,144850000,3621250.0
Potorous tridactylus,Talpa europaea,144850000,3714102.564102564
Potorous tridactylus,Ursus maritimus,144850000,4138571.4285714286
Potorous tridactylus,Aotus trivirgatus,144850000,3532926.8292682925
Potorous tridactylus,Bradypus tridactylus,144850000,3292045.4545454546
Potorous tridactylus,Bubalus bubalis,144850000,3148913.0434782607
Potorous tridactylus,Caretta caretta,316350000,5186065.573770491
Potorous tridactylus,Gallus gallus,316350000,6877173.9130434785
Potorous tridactylus,Columba livia,316350000,7908750.0
Potorous tridactylus,Helarctos malayanus,144850000,4138571.4285714286
Potorous tridactylus,Lepus europaeus,144850000,3532926.8292682925
Potorous tridactylus,Loxodonta africana,144850000,3714102.564102564
Potorous tridactylus,Macropus rufus,27090000,1935000.0
Potorous tridactylus,Meles meles,144850000,3914864.864864865
Potorous tridactylus,Myotis velifer,144850000,3448809.523809524
Potorous tridactylus,Ornithorhynchus anatinus,171350000,4631081.081081081
Tadarida brasiliensis,Mus musculus,99275000,3008333.3333333335
Tadarida brasiliensis,Rattus norvegicus,99275000,3008333.3333333335
Tadarida brasiliensis,Panthera leo,63150000,2428846.153846154
Tadarida brasiliensis,Triturus cristatus,338650000,4286708.860759494
Tadarida brasiliensis,Ateles paniscus,99275000,3818269.230769231
Tadarida brasiliensis,Branta canadensis,316350000,6327000.0
Tadarida brasiliensis,Camelus dromedarius,87325000,2910833.3333333335
Tadarida brasiliensis,Cebus albifrons,99275000,4136458.3333333335
Tadarida brasiliensis,Crocodylus siamensis,316350000,4333561.643835616
Tadarida brasiliensis,Echinops telfairi,70850000,1610227.2727272727
Tadarida brasiliensis,Erinaceus europaeus,88177000,3265814.814814815
Tadarida brasiliensis,Hippopotamus amphibius,87325000,3358653.846153846
Tadarida brasiliensis,Lagothrix lagotricha,99275000,3971000.0
Tadarida brasiliensis,Lutra lutra,63150000,3508333.3333333335
Tadarida brasiliensis,Macaca mulatta,99275000,3971000.0
Tadarida brasiliensis,Mellivora capensis,63150000,3508333.3333333335
Tadarida brasiliensis,Microtus xanthognathus,99275000,2068229.1666666667
Tadarida brasiliensis,Nasua nasua,63150000,2870454.5454545454
Tadarida brasiliensis,Tursiops truncatus,109550000,4382000.0
Tadarida brasiliensis,Anas platyrhynchos,316350000,6202941.176470588
Tadarida brasiliensis,Camelus bactrianus,87325000,2910833.3333333335
Tadarida brasiliensis,Cavia porcellus,99275000,2545512.8205128205
Tadarida brasiliensis,Crocuta crocuta,63150000,2338888.888888889
Tadarida brasiliensis,Elephas maximus,70850000,1968055.5555555555
Tadarida brasiliensis,Lama guanicoe,87325000,2816935.4838709678
Tadarida brasiliensis,Martes foina,63150000,3714705.882352941
Tadarida brasiliensis,Mustela putorius,63150000,3323684.210526316
Tadarida brasiliensis,Paguma larvata,63150000,2338888.888888889
Tadarida brasiliensis,Sminthopsis crassicaudata,144850000,3714102.564102564
Tadarida brasiliensis,Struthio camelus,316350000,6327000.0
Tadarida brasiliensis,Tragelaphus strepsiceros,87325000,2816935.4838709678
Tadarida brasiliensis,Tapirus terrestris,69775000,2250806.4516129033
Tadarida brasiliensis,Callimico goeldii,99275000,3818269.230769231
Tadarida brasiliensis,Colobus guereza,99275000,894369.3693693693
Tadarida brasiliensis,Lama glama,87325000,2816935.4838709678
Tadarida brasiliensis,Macropus giganteus,144850000,3811842.1052631577
Tadarida brasiliensis,Phalacrocorax carbo,316350000,6590625.0
Tadarida brasiliensis,Papio cynocephalus,99275000,4512500.0
Tadarida brasiliensis,Rhinolophus ferrumequinum,50400000,2800000.0
Tadarida brasiliensis,Squalus acanthias,475975000,5876234.567901234
Tadarida brasiliensis,Vultur gryphus,316350000,6456122.448979592
Tadarida brasiliensis,Panthera onca,63150000,2338888.888888889
Tadarida brasiliensis,Aquila chrysaetos,316350000,6202941.176470588
Tadarida brasiliensis,Ateles geoffroyi,99275000,3676851.8518518517
Tadarida brasiliensis,Balaenoptera acutorostrata,109550000,4213461.538461538
Tadarida brasiliensis,Bos taurus,87325000,3011206.896551724
Tadarida brasiliensis,Ceratotherium simum,69775000,2406034.4827586208
Tadarida brasiliensis,Crocodylus niloticus,316350000,4455633.802816901
Tadarida brasiliensis,Dasyurus viverrinus,144850000,1931333.3333333333
Tadarida brasiliensis,Equus zebra,69775000,2584259.2592592593
Tadarida brasiliensis,Homo sapiens,99275000,910779.8165137614
Tadarida brasiliensis,Papio anubis,99275000,4316304.347826087
Tadarida brasiliensis,Saimiri sciureus,99275000,3676851.8518518517
Tadarida brasiliensis,Scalopus aquaticus,69775000,2052205.8823529412
Tadarida brasiliensis,Ovis aries,87325000,2568382.3529411764
Tadarida brasiliensis,Ursus thibetanus,63150000,3323684.210526316
Tadarida brasiliensis,Accipiter gentilis,316350000,6590625.0
Tadarida brasiliensis,Ailuropoda melanoleuca,63150000,2870454.5454545454
Tadarida brasiliensis,Alligator mississippiensis,316350000,4218000.0
Tadarida brasiliensis,Antrozous pallidus,44500000,2225000.0
Tadarida brasiliensis,Canis latrans,63150000,2870454.5454545454
Tadarida brasiliensis,Cebus capucinus,99275000,3971000.0
Tadarida brasiliensis,Chlorocebus aethiops,99275000,4136458.3333333335
Tadarida brasiliensis,Chrysocyon brachyurus,63150000,2870454.5454545454
Tadarida brasiliensis,Dasypus novemcinctus,67150000,1865277.7777777778
Tadarida brasiliensis,Didelphis virginiana,144850000,3148913.0434782607
Tadarida brasiliensis,Equus caballus,69775000,2491964.285714286
Tadarida brasiliensis,Lama vicugna,87325000,2816935.4838709678
Tadarida brasiliensis,Physeter catodon,109550000,3651666.6666666665
Tadarida brasiliensis,Procyon lotor,63150000,3157500.0
Tadarida brasiliensis,Oryctolagus cuniculus,99275000,4316304.347826087
Tadarida brasiliensis,Talpa europaea,69775000,3322619.0476190476
Tadarida brasiliensis,Ursus maritimus,63150000,3323684.210526316
Tadarida brasiliensis,Aotus trivirgatus,99275000,4316304.347826087
Tadarida brasiliensis,Bradypus tridactylus,67150000,2098437.5
Tadarida brasiliensis,Bubalus bubalis,87325000,3011206.896551724
Tadarida brasiliensis,Caretta caretta,316350000,5102419.354838709
Tadarida brasiliensis,Gallus gallus,316350000,6202941.176470588
Tadarida brasiliensis,Columba livia,316350000,6877173.9130434785
