,Mus musculus,Rattus norvegicus,Panthera leo,Triturus cristatus,Ateles paniscus,Branta canadensis,Camelus dromedarius,Cebus albifrons,Crocodylus siamensis,Echinops telfairi,Erinaceus europaeus,Hippopotamus amphibius,Lagothrix lagotricha,Lutra lutra,Macaca mulatta,Mellivora capensis,Microtus xanthognathus,Nasua nasua,Tursiops truncatus,Anas platyrhynchos,Camelus bactrianus,Cavia porcellus,Crocuta crocuta,Elephas maximus,Lama guanicoe,Martes foina,Mustela putorius,Paguma larvata,Sminthopsis crassicaudata,Struthio camelus,Tragelaphus strepsiceros,Tapirus terrestris,Callimico goeldii,Colobus guereza,Lama glama,Macropus giganteus,Phalacrocorax carbo,Papio cynocephalus,Rhinolophus ferrumequinum,Squalus acanthias,Vultur gryphus,Panthera onca,Aquila chrysaetos,Ateles geoffroyi,Balaenoptera acutorostrata,Bos taurus,Ceratotherium simum,Crocodylus niloticus,Dasyurus viverrinus,Equus zebra,Homo sapiens,Papio anubis,Saimiri sciureus,Scalopus aquaticus,Ovis aries,Ursus thibetanus,Accipiter gentilis,Ailuropoda melanoleuca,Alligator mississippiensis,Antrozous pallidus,Canis latrans,Cebus capucinus,Chlorocebus aethiops,Chrysocyon brachyurus,Dasypus novemcinctus,Didelphis virginiana,Equus caballus,Lama vicugna,Physeter catodon,Procyon lotor,Oryctolagus cuniculus,Talpa europaea,Ursus maritimus,Aotus trivirgatus,Bradypus tridactylus,Bubalus bubalis,Caretta caretta,Gallus gallus,Columba livia,Helarctos malayanus,Lepus europaeus,Loxodonta africana,Macropus rufus,Meles meles,Myotis velifer,Ornithorhynchus anatinus,Potorous tridactylus,Tadarida brasiliensis,Thunnus thynnus,Vulpes vulpes,Sus scrofa,Rhea americana,Saguinus fuscicollis,Suncus murinus,Trichechus inunguis,Lemur catta,Lynx lynx,Macropus eugenii,Ondatra zibethicus,Phoca vitulina,Pongo pygmaeus,Pteronura brasiliensis,Rangifer tarandus,Rhinoceros unicornis,Aythya affinis,Aythya marila,Myodes glareolus,Peromyscus leucopus,Marmota flaviventris,Peromyscus maniculatus,Tamias minimus,Peromyscus polionotus,Peromyscus gossypinus,Peromyscus eremicus,Peromyscus boylii,Castor fiber,Marmota caligata,Peromyscus truei,Ammotragus lervia,Mammuthus primigenius,Mesoplodon densirostris,Orycteropus afer,Panthera pardus,Balaenoptera omurai,Panthera tigris,Lipotes vexillifer,Delphinapterus leucas,Sousa chinensis,Ochotona princeps,Branta bernicla,Aythya americana,Cygnus atratus,Melanitta nigra,Melanitta perspicillata,Bucephala albeola,Bos indicus,Neophocaena phocaenoides,Kogia sima,Bison bison,Somateria mollissima,Aythya valisineria,Mergus merganser,Bucephala clangula,Mareca americana,Anas carolinensis,Aythya collaris,Anser albifrons,Lophodytes cucullatus,Histrionicus histrionicus,Tadorna tadornoides,Cygnus columbianus,Cygnus buccinator,Mergus serrator,Spatula clypeata,Melanitta fusca,Anas acuta
Mus musculus,0
Phoca vitulina,74,39,20,72,12,43,24,12,67,35,21,21,12,5,12,5,46,7,72,43,24,33,14,30,25,4,6,15,38,44,23,25,13,105,25,34,41,10,14,80,44,20,44,14,18,24,24,65,70,25,54,11,16,31,28,3,45,9,71,21,10,13,11,10,37,41,26,25,24,9,16,20,3,10,30,29,57,43,40,3,16,31,33,7,23,29,35,16,76,8,23,43,12,20,26,26,16,35,37,0
Pongo pygmaeus,62,116,115,122,112,120,115,111,121,111,116,114,111,110,111,110,118,110,73,120,115,115,112,114,115,110,110,112,117,118,115,113,112,5,115,117,119,110,114,117,119,115,119,112,114,115,113,121,55,114,84,111,111,121,115,110,120,111,121,118,110,111,110,110,118,118,115,115,115,111,112,115,110,110,117,115,120,120,119,110,112,114,117,110,117,119,118,116,123,110,116,119,110,112,113,116,113,118,119,110,0
Pteronura brasiliensis,75,40,23,73,12,44,25,12,68,36,21,22,10,1,11,1,46,6,71,44,25,35,18,29,26,0,2,18,39,45,22,25,13,105,26,35,42,9,13,79,43,23,43,12,20,23,22,66,70,21,54,10,14,32,27,7,44,5,72,23,10,13,10,10,35,38,22,26,24,10,16,23,7,8,28,30,58,44,43,7,16,30,34,5,21,31,36,17,77,8,24,44,12,18,28,25,19,36,36,4,110,0
Rangifer tarandus,83,47,32,73,26,52,29,30,68,41,32,26,28,29,28,29,48,28,73,52,29,41,30,36,29,29,30,26,47,54,17,34,27,112,29,47,51,30,29,84,53,32,54,26,26,19,32,67,80,34,63,30,30,42,17,27,53,30,71,33,32,30,28,32,41,49,34,29,31,28,29,36,27,27,36,24,67,52,49,27,32,37,47,32,37,40,47,34,81,31,31,52,29,34,30,35,29,47,40,27,115,29,0
Rhinoceros unicornis,77,48,34,77,24,46,28,22,71,40,29,24,22,22,26,20,50,25,74,45,28,42,30,32,28,21,23,32,41,44,26,16,26,108,28,41,46,22,26,84,48,34,48,22,25,28,9,69,74,16,60,23,25,37,31,26,46,24,72,31,22,23,25,22,34,44,17,28,29,26,30,30,26,22,34,33,65,45,45,26,29,32,40,22,28,39,40,28,70,21,30,44,26,23,34,37,30,42,42,23,113,21,36,0
Aythya affinis,77,51,49,74,43,1,52,45,53,57,42,47,45,44,44,43,59,43,86,2,52,54,50,47,53,44,46,49,42,7,53,50,44,116,53,46,11,45,44,85,9,49,6,45,46,54,48,54,81,48,72,44,45,46,51,42,11,45,57,47,43,45,45,43,52,45,48,53,47,43,48,47,42,45,54,57,48,5,13,42,49,47,45,45,46,45,44,51,68,41,48,5,45,45,49,50,48,45,52,43,120,44,52,46,0
Aythya marila,77,51,49,74,43,1,52,45,53,57,42,47,45,44,44,43,59,43,86,2,52,54,50,47,53,44,46,49,42,7,53,50,44,116,53,46,11,45,44,85,9,49,6,45,46,54,48,54,81,48,72,44,45,46,51,42,11,45,57,47,43,45,45,43,52,45,48,53,47,43,48,47,42,45,54,57,48,5,13,42,49,47,45,45,46,45,44,51,68,41,48,5,45,45,49,50,48,45,52,43,120,44,52,46,0,0
Myodes glareolus,81,28,40,75,31,47,39,35,70,44,34,34,33,35,32,35,26,36,81,47,39,36,41,39,40,35,37,39,43,50,42,39,32,112,40,44,49,34,35,82,52,40,50,32,35,40,37,70,82,40,64,33,33,44,37,36,49,36,71,36,37,35,33,37,44,46,38,40,38,35,32,37,36,33,40,46,71,47,47,36,32,39,43,38,35,43,46,38,79,37,31,49,34,34,36,42,40,42,12,35,117,35,37,39,47,47,0
Peromyscus leucopus,81,28,39,73,33,48,38,34,63,45,29,35,33,29,32,29,37,32,78,48,38,37,35,36,39,29,31,34,45,53,37,39,34,113,39,42,46,32,28,87,49,39,49,34,34,38,34,63,79,35,67,31,34,42,39,28,50,30,69,36,31,34,33,31,39,42,34,39,33,29,32,32,28,33,33,40,65,48,48,28,32,36,41,32,33,43,39,31,78,29,35,50,34,34,34,38,38,40,29,29,117,29,38,38,48,48,27,0
Marmota flaviventris,79,36,40,72,32,49,39,36,67,47,37,36,34,32,30,31,35,35,79,49,39,34,38,42,40,31,33,39,44,50,37,42,33,112,40,42,50,31,34,87,51,40,51,34,34,36,40,67,76,38,67,30,33,38,37,34,49,34,70,39,35,36,32,35,44,41,37,40,36,32,31,38,34,34,39,40,67,51,45,34,31,42,41,34,35,42,43,31,78,35,31,51,34,34,42,38,40,42,27,31,117,31,40,42,49,49,24,22,0
Peromyscus maniculatus,83,31,41,74,35,50,42,36,65,48,33,38,35,31,34,31,40,34,79,50,42,39,37,40,43,31,33,36,49,55,38,43,36,115,43,46,48,34,29,88,51,41,51,36,36,40,38,65,81,39,67,33,36,42,41,30,52,32,71,37,33,36,35,33,43,46,38,43,37,31,34,34,30,35,36,41,66,50,50,30,34,40,45,34,36,45,43,33,80,31,37,52,36,38,38,39,40,44,31,31,119,31,39,42,50,50,31,4,24,0
Tamias minimus,92,59,52,81,44,67,50,45,81,64,54,48,44,44,45,43,63,48,71,67,50,56,50,57,51,43,43,50,63,68,46,52,45,99,51,61,66,44,46,93,67,52,68,44,46,47,50,81,93,48,34,43,48,54,48,44,66,45,85,48,46,46,46,46,56,61,47,51,49,47,44,51,44,45,49,53,81,67,65,44,45,57,61,45,48,49,60,44,90,47,45,69,48,49,54,55,53,59,53,42,101,43,54,51,67,67,53,47,43,47,0
Peromyscus polionotus,82,28,38,73,32,49,39,33,64,46,30,35,32,28,31,28,37,31,79,49,39,36,34,37,40,28,30,33,46,54,36,40,33,113,40,43,47,31,27,87,50,38,50,33,33,37,35,64,79,36,66,30,33,41,38,27,51,29,70,35,30,33,32,30,40,43,35,40,34,28,31,32,27,32,34,39,66,49,49,27,31,37,42,31,34,44,40,30,78,28,34,51,33,35,35,37,37,41,29,28,117,28,37,39,49,49,28,1,21,3,46,0
Peromyscus gossypinus,82,29,38,73,32,49,39,33,64,46,30,35,32,28,31,28,38,31,79,49,39,37,34,37,40,28,30,33,46,54,36,39,33,113,40,43,47,30,26,88,50,38,50,33,33,37,34,64,79,35,66,29,33,40,38,27,51,29,70,35,30,33,32,30,39,43,35,40,34,28,31,33,27,32,34,39,67,49,49,27,32,37,42,31,33,44,40,31,78,28,34,51,33,36,36,37,37,41,30,28,117,28,37,38,49,49,29,2,22,4,47,1,0
Peromyscus eremicus,80,28,39,72,33,48,38,34,63,45,29,35,33,29,32,29,37,32,79,48,38,36,35,36,39,29,31,34,43,53,37,39,34,112,39,43,46,32,28,86,49,39,49,34,34,38,34,63,78,35,68,31,34,43,39,28,50,30,68,36,31,34,33,31,39,43,34,39,34,29,32,32,28,33,33,40,64,48,48,28,32,36,42,32,34,43,40,33,79,29,35,50,34,34,34,38,38,41,30,29,116,29,38,38,48,48,27,2,24,6,48,3,4,0
Peromyscus boylii,81,28,37,71,31,49,37,31,63,44,31,34,29,27,30,27,37,30,80,49,37,34,33,36,38,27,27,31,45,54,34,39,31,112,38,44,47,30,26,85,50,37,50,30,33,35,34,63,78,37,66,29,33,41,36,25,51,27,69,36,27,31,31,27,40,41,36,38,35,29,31,31,25,30,33,37,65,49,49,25,32,36,44,30,34,44,42,33,80,27,33,51,34,34,34,38,36,41,30,27,116,27,35,38,49,49,27,5,23,7,44,4,5,5,0
Castor fiber,77,39,40,71,39,50,40,42,62,52,38,37,40,36,38,36,53,36,78,49,40,42,40,39,41,36,37,38,48,51,42,46,39,113,41,44,48,40,38,91,50,40,52,40,35,42,44,63,76,38,72,39,40,48,44,34,51,35,65,42,37,42,39,37,45,45,37,41,36,34,33,42,34,40,41,47,63,47,47,34,36,40,44,36,41,46,41,38,71,37,36,51,40,41,41,39,41,44,43,35,116,36,43,46,50,50,39,34,33,36,56,33,33,34,33,0
Marmota caligata,80,35,41,72,33,50,40,37,68,46,38,37,35,33,31,32,36,36,80,50,40,35,39,43,41,32,34,40,45,51,38,43,34,112,41,43,51,32,35,88,52,41,52,35,35,37,41,68,77,39,67,31,34,39,38,35,50,35,71,40,36,37,33,36,43,42,38,41,37,33,32,39,35,35,40,41,68,52,46,35,32,43,42,35,36,43,44,32,78,36,32,52,35,35,43,39,41,43,28,32,117,32,41,43,50,50,25,21,1,23,44,20,21,23,22,34,0
Peromyscus truei,80,28,38,71,32,48,36,32,62,43,30,34,30,28,31,28,37,31,79,48,36,35,34,35,37,28,28,32,44,53,35,38,32,112,37,43,46,31,27,85,49,38,49,31,34,36,33,62,78,36,67,30,34,42,37,26,50,28,68,37,28,32,32,28,39,40,35,37,34,30,32,31,26,31,32,38,64,48,48,26,33,35,43,31,33,43,41,34,80,28,34,50,35,33,33,39,37,40,30,28,116,28,36,37,48,48,26,3,24,7,45,4,5,3,2,34,23,0
Ammotragus lervia,81,49,33,73,29,52,28,31,71,41,32,25,31,30,31,29,50,30,71,52,28,38,31,37,28,30,31,31,46,53,12,33,29,113,28,47,52,33,31,85,55,33,53,29,25,12,32,70,80,34,64,33,30,40,7,30,50,28,69,35,34,31,31,34,37,49,34,28,29,30,32,37,30,29,35,20,67,54,50,30,35,38,47,32,35,43,50,37,80,33,30,52,32,32,33,37,32,47,42,31,117,30,16,35,52,52,39,42,38,43,50,41,41,42,39,46,39,40,0
Mammuthus primigenius,78,47,40,76,32,50,30,32,64,44,34,32,31,32,32,31,51,30,73,51,30,41,36,3,29,32,33,35,44,52,35,40,31,109,29,43,50,35,31,89,52,40,52,31,27,36,35,65,77,37,69,34,31,50,36,33,50,31,67,35,31,32,32,31,37,47,36,29,27,28,31,43,33,33,33,41,67,49,52,33,31,4,43,31,34,41,42,39,78,31,34,52,33,38,32,43,38,42,44,33,114,32,39,34,50,50,39,39,44,43,58,40,40,39,39,39,45,38,40,0
Mesoplodon densirostris,78,43,30,79,16,50,23,19,67,40,31,20,17,22,20,22,48,20,63,49,23,34,25,30,24,21,22,27,43,51,21,24,17,108,24,42,49,22,26,80,53,30,53,15,8,23,24,67,75,25,56,21,17,43,26,21,51,20,71,29,23,20,21,23,35,46,23,24,18,21,20,36,21,19,29,29,65,49,47,21,19,31,42,22,33,33,45,28,75,23,26,51,18,31,26,35,29,41,41,19,113,21,29,26,50,50,35,37,37,39,45,36,36,36,36,39,38,37,29,31,0
Orycteropus afer,86,48,37,78,34,58,40,36,74,40,38,39,36,34,36,34,52,36,71,58,40,44,32,41,40,35,37,34,50,58,39,42,36,114,40,54,58,36,34,89,61,37,61,37,33,40,39,73,85,43,63,35,38,44,36,33,59,36,75,39,32,36,37,32,47,56,42,40,37,35,39,37,33,36,41,45,67,58,56,33,39,41,53,34,40,49,50,41,83,32,39,59,37,41,37,48,35,52,47,33,116,35,40,40,58,58,43,41,44,42,49,40,41,41,39,53,43,40,36,43,37,0
Panthera pardus,80,43,0,76,26,49,31,27,69,42,30,32,27,23,26,22,52,21,77,49,31,40,12,38,31,23,25,12,39,48,34,37,27,110,31,49,49,28,23,84,50,0,51,28,28,33,35,68,78,37,64,27,30,36,32,19,50,22,71,29,22,27,27,22,43,48,36,31,33,22,28,26,19,27,38,36,64,49,47,19,29,39,48,24,28,39,45,26,78,21,24,50,28,30,30,33,4,48,47,20,115,23,32,34,49,49,40,39,40,41,52,38,38,39,37,40,41,38,33,40,30,37,0
Balaenoptera omurai,78,42,28,77,16,46,22,17,63,37,26,18,17,21,19,19,47,19,65,45,22,32,23,24,23,20,21,25,40,48,18,24,17,110,23,37,45,21,23,82,49,28,49,15,0,20,23,63,74,24,53,20,17,38,22,20,49,19,68,23,21,18,20,21,32,42,23,23,12,18,16,33,20,19,25,28,61,45,44,20,16,25,37,19,28,31,41,26,75,20,23,47,18,30,23,32,27,36,41,18,114,20,26,25,46,46,35,34,34,36,46,33,33,34,33,35,35,34,25,27,8,33,28,0
Panthera tigris,80,43,0,76,26,49,31,27,69,42,30,32,27,23,26,22,52,21,77,49,31,40,12,38,31,23,25,12,39,48,34,37,27,110,31,49,49,28,23,84,50,0,51,28,28,33,35,68,78,37,64,27,30,36,32,19,50,22,71,29,22,27,27,22,43,48,36,31,33,22,28,26,19,27,38,36,64,49,47,19,29,39,48,24,28,39,45,26,78,21,24,50,28,30,30,33,4,48,47,20,115,23,32,34,49,49,40,39,40,41,52,38,38,39,37,40,41,38,33,40,30,37,0,28,0
Lipotes vexillifer,80,46,32,78,19,50,25,20,66,41,31,21,20,22,23,22,49,22,60,49,25,33,28,27,26,21,22,28,43,52,20,27,20,111,26,43,47,25,20,81,51,32,51,18,11,22,25,66,76,25,56,24,20,41,26,23,49,21,71,25,24,21,24,24,32,43,23,26,17,21,19,32,23,22,25,28,65,49,47,23,18,28,43,22,28,34,44,22,77,23,27,51,21,30,30,35,31,42,39,21,116,21,29,26,50,50,37,31,35,33,46,30,30,32,32,39,36,33,30,30,9,38,32,11,32,0
Delphinapterus leucas,81,45,33,77,20,51,24,21,67,42,31,21,21,23,24,23,51,23,60,50,24,34,29,29,25,22,23,29,44,52,21,27,21,111,25,43,48,26,23,82,52,33,52,19,12,23,27,67,76,25,57,25,21,42,27,24,50,22,72,28,26,22,25,26,35,44,23,25,18,22,20,35,24,23,27,31,67,50,48,24,19,30,43,23,29,34,46,25,77,26,27,52,22,31,29,36,32,42,41,22,116,22,31,28,51,51,38,34,37,36,45,33,33,35,35,39,38,36,31,30,8,40,33,12,33,3,0
Sousa chinensis,78,45,32,77,20,48,24,19,65,38,29,21,19,21,22,21,50,21,57,47,24,35,28,26,25,20,21,28,42,50,21,26,19,110,25,41,45,24,21,80,49,32,49,19,12,23,26,65,75,24,56,23,19,41,27,22,47,20,70,26,25,20,23,25,32,42,22,25,16,20,18,33,22,21,26,31,64,47,45,22,17,27,41,21,26,31,44,23,78,24,26,49,20,27,28,35,31,40,40,20,115,20,31,27,48,48,36,31,36,35,47,32,32,32,34,39,37,33,31,29,10,40,32,12,32,3,4,0
Ochotona princeps,77,42,30,77,22,53,31,24,72,41,35,31,22,20,20,18,49,23,77,53,31,37,28,34,32,19,19,29,42,54,29,35,23,110,32,43,51,21,24,79,52,30,54,22,27,30,30,71,75,31,59,20,24,41,32,24,51,22,74,28,25,25,21,25,40,46,30,32,30,23,17,31,24,22,33,33,62,53,50,24,15,34,42,22,30,36,43,25,86,23,27,55,24,27,36,31,30,42,35,21,115,19,33,30,53,53,34,35,34,35,45,34,35,34,33,41,35,34,34,37,28,40,30,27,30,27,30,28,0
Branta bernicla,76,51,49,74,43,0,52,45,53,57,42,47,45,44,44,43,59,43,86,3,52,54,50,47,53,44,46,49,42,8,53,50,44,116,53,46,10,45,44,85,8,49,7,45,46,54,48,54,81,48,72,44,45,46,51,42,11,45,57,47,43,45,45,43,52,45,48,53,47,43,48,47,42,45,54,57,48,5,13,42,49,47,45,45,46,45,44,51,68,41,48,4,45,45,49,50,48,45,52,43,120,44,52,46,1,1,47,48,49,50,67,49,49,48,49,50,50,48,52,50,50,58,49,46,49,50,51,48,53,0
Aythya americana,84,74,74,93,70,42,79,72,82,81,70,72,72,71,71,70,84,70,87,43,79,77,76,75,80,71,73,74,73,47,77,76,71,82,80,74,49,72,70,100,49,74,46,72,74,77,75,83,85,75,30,71,72,69,75,69,49,72,85,72,70,72,72,70,73,75,75,80,73,70,75,72,69,72,79,80,78,45,51,69,76,75,73,72,73,73,73,74,89,68,72,45,72,71,75,77,73,73,76,70,85,71,78,72,42,42,72,73,75,74,52,74,74,74,75,75,75,74,75,78,77,73,74,74,74,76,77,74,79,42,0
Cygnus atratus,76,51,49,74,43,0,52,45,53,57,42,47,45,44,44,43,59,43,86,3,52,54,50,47,53,44,46,49,42,8,53,50,44,116,53,46,10,45,44,85,8,49,7,45,46,54,48,54,81,48,72,44,45,46,51,42,11,45,57,47,43,45,45,43,52,45,48,53,47,43,48,47,42,45,54,57,48,5,13,42,49,47,45,45,46,45,44,51,68,41,48,4,45,45,49,50,48,45,52,43,120,44,52,46,1,1,47,48,49,50,67,49,49,48,49,50,50,48,52,50,50,58,49,46,49,50,51,48,53,0,42,0
Melanitta nigra,77,52,49,74,43,2,52,45,53,57,42,47,45,44,44,43,59,43,86,1,52,54,50,47,53,44,46,49,42,6,53,50,44,116,53,46,10,45,44,85,8,49,5,45,46,54,48,54,81,48,72,44,45,46,51,42,10,45,57,47,43,45,45,43,52,45,48,53,47,43,48,47,42,45,54,57,49,4,14,42,49,47,45,45,46,45,44,51,68,41,48,4,45,45,49,50,48,45,52,43,120,44,52,46,1,1,47,48,49,50,67,49,49,48,49,50,50,48,52,50,50,58,49,46,49,50,51,48,53,2,43,2,0
Melanitta perspicillata,77,52,49,74,43,2,52,45,53,57,42,47,45,44,44,43,59,43,86,1,52,54,50,47,53,44,46,49,42,6,53,50,44,116,53,46,10,45,44,85,8,49,5,45,46,54,48,54,81,48,72,44,45,46,51,42,10,45,57,47,43,45,45,43,52,45,48,53,47,43,48,47,42,45,54,57,49,4,14,42,49,47,45,45,46,45,44,51,68,41,48,4,45,45,49,50,48,45,52,43,120,44,52,46,1,1,47,48,49,50,67,49,49,48,49,50,50,48,52,50,50,58,49,46,49,50,51,48,53,2,43,2,0,0
Bucephala albeola,84,75,74,93,70,43,79,72,82,81,70,72,72,71,71,70,84,70,86,42,79,77,76,75,80,71,73,74,73,46,77,76,71,82,80,74,48,72,70,100,48,74,45,72,74,77,75,83,85,75,30,71,72,69,75,69,48,72,85,72,70,72,72,70,73,75,75,80,73,70,75,72,69,72,79,80,79,44,52,69,76,75,73,72,73,73,73,74,89,68,72,44,72,71,75,77,73,73,76,70,85,71,78,72,43,43,72,73,75,74,52,74,74,74,75,75,75,74,75,78,77,73,74,74,74,76,77,74,79,43,1,43,42,42,0
Bos indicus,80,51,32,74,25,55,25,26,69,42,31,21,26,25,25,24,54,27,69,55,25,42,27,34,25,25,26,27,48,56,7,28,25,111,25,44,53,28,28,84,56,32,56,24,21,3,27,68,76,30,60,28,27,41,12,26,53,22,72,33,28,25,25,28,35,44,29,25,28,26,29,35,26,26,32,14,64,55,52,26,30,35,44,25,33,41,48,31,80,27,28,55,28,31,33,36,31,44,44,26,115,25,21,30,55,55,41,40,37,42,49,39,39,40,37,42,38,38,12,37,24,40,32,21,32,24,25,25,32,55,78,55,55,55,78,0
Neophocaena phocaenoides,79,45,33,77,19,48,23,20,65,39,29,20,20,22,23,22,50,22,58,47,23,35,29,27,24,21,22,29,43,50,20,25,20,111,24,41,45,25,22,81,49,33,49,18,11,22,25,65,76,23,56,24,20,41,26,23,47,21,70,27,26,21,24,26,32,42,21,24,15,21,19,33,23,22,25,30,64,47,45,23,18,28,41,22,27,32,44,24,78,25,27,49,21,28,28,35,32,40,40,21,116,21,30,26,48,48,36,31,36,35,46,32,32,32,34,39,37,33,30,30,9,40,33,11,33,2,3,1,29,48,74,48,48,48,74,24,0
Kogia sima,78,46,34,81,23,49,29,24,67,45,31,25,24,27,26,25,50,25,67,48,29,32,31,27,30,26,27,33,40,51,26,32,24,113,30,40,46,28,27,84,50,34,50,22,13,26,28,67,75,28,59,27,24,39,26,28,48,25,67,28,27,25,27,27,32,43,28,30,13,24,23,37,28,26,31,30,62,48,47,28,23,28,40,25,28,37,42,28,73,26,28,50,25,33,31,36,33,39,42,26,117,26,33,30,49,49,39,36,36,38,49,35,35,36,36,38,37,37,30,30,16,39,34,13,34,13,16,16,28,49,76,49,49,49,76,27,15,0
Bison bison,80,51,33,73,26,54,29,27,69,43,31,22,27,25,26,23,52,28,70,54,29,40,28,34,29,24,25,26,47,55,6,31,26,113,29,44,52,27,27,84,55,33,55,25,23,6,27,68,76,31,60,27,28,40,13,26,52,26,72,31,28,28,26,28,36,45,30,29,26,27,28,34,26,25,28,11,63,54,51,26,31,35,44,27,31,40,45,28,82,27,30,54,29,32,34,34,30,44,40,25,117,24,18,29,54,54,41,37,35,38,46,36,36,38,35,43,36,36,12,37,26,39,33,23,33,22,25,25,28,54,77,54,54,54,77,7,24,25,0
Somateria mollissima,77,52,49,74,43,2,52,45,53,57,42,47,45,44,44,43,59,43,86,1,52,54,50,47,53,44,46,49,42,6,53,50,44,116,53,46,10,45,44,85,8,49,5,45,46,54,48,54,81,48,72,44,45,46,51,42,10,45,57,47,43,45,45,43,52,45,48,53,47,43,48,47,42,45,54,57,49,4,14,42,49,47,45,45,46,45,44,51,68,41,48,4,45,45,49,50,48,45,52,43,120,44,52,46,1,1,47,48,49,50,67,49,49,48,49,50,50,48,52,50,50,58,49,46,49,50,51,48,53,2,43,2,0,0,42,55,48,49,54,0
Aythya valisineria,77,51,49,74,43,1,52,45,53,57,42,47,45,44,44,43,59,43,86,2,52,54,50,47,53,44,46,49,42,7,53,50,44,116,53,46,11,45,44,85,9,49,6,45,46,54,48,54,81,48,72,44,45,46,51,42,11,45,57,47,43,45,45,43,52,45,48,53,47,43,48,47,42,45,54,57,48,5,13,42,49,47,45,45,46,45,44,51,68,41,48,5,45,45,49,50,48,45,52,43,120,44,52,46,0,0,47,48,49,50,67,49,49,48,49,50,50,48,52,50,50,58,49,46,49,50,51,48,53,1,42,1,1,1,43,55,48,49,54,1,0
Mergus merganser,77,52,49,74,43,2,52,45,53,57,42,47,45,44,44,43,59,43,86,1,52,54,50,47,53,44,46,49,42,6,53,50,44,116,53,46,10,45,44,85,8,49,5,45,46,54,48,54,81,48,72,44,45,46,51,42,10,45,57,47,43,45,45,43,52,45,48,53,47,43,48,47,42,45,54,57,49,4,14,42,49,47,45,45,46,45,44,51,68,41,48,4,45,45,49,50,48,45,52,43,120,44,52,46,1,1,47,48,49,50,67,49,49,48,49,50,50,48,52,50,50,58,49,46,49,50,51,48,53,2,43,2,0,0,42,55,48,49,54,0,1,0
Bucephala clangula,77,52,49,74,43,2,52,45,53,57,42,47,45,44,44,43,59,43,86,1,52,54,50,47,53,44,46,49,42,6,53,50,44,116,53,46,10,45,44,85,8,49,5,45,46,54,48,54,81,48,72,44,45,46,51,42,10,45,57,47,43,45,45,43,52,45,48,53,47,43,48,47,42,45,54,57,49,4,14,42,49,47,45,45,46,45,44,51,68,41,48,4,45,45,49,50,48,45,52,43,120,44,52,46,1,1,47,48,49,50,67,49,49,48,49,50,50,48,52,50,50,58,49,46,49,50,51,48,53,2,43,2,0,0,42,55,48,49,54,0,1,0,0
Mareca americana,76,52,49,74,43,3,53,45,52,57,42,46,45,44,44,43,59,43,85,0,53,54,50,48,54,44,46,49,41,5,52,49,44,116,54,47,9,45,44,84,9,49,6,45,45,54,47,53,80,47,72,44,45,46,51,42,11,45,56,47,43,45,45,43,52,44,47,54,46,43,48,47,42,45,54,57,49,3,13,42,49,48,46,45,46,44,45,51,67,41,49,3,45,45,48,50,48,46,53,43,120,44,52,45,2,2,47,48,49,50,67,49,49,48,49,49,50,48,52,51,49,58,49,45,49,49,50,47,53,3,43,3,1,1,42,55,47,48,54,1,2,1,1,0
Anas carolinensis,76,52,49,74,43,3,53,45,52,57,42,46,45,44,44,43,59,43,85,0,53,54,50,48,54,44,46,49,41,5,52,49,44,116,54,47,9,45,44,84,9,49,6,45,45,54,47,53,80,47,72,44,45,46,51,42,11,45,56,47,43,45,45,43,52,44,47,54,46,43,48,47,42,45,54,57,49,3,13,42,49,48,46,45,46,44,45,51,67,41,49,3,45,45,48,50,48,46,53,43,120,44,52,45,2,2,47,48,49,50,67,49,49,48,49,49,50,48,52,51,49,58,49,45,49,49,50,47,53,3,43,3,1,1,42,55,47,48,54,1,2,1,1,0,0
Aythya collaris,77,51,49,74,43,1,52,45,53,57,42,47,45,44,44,43,59,43,86,2,52,54,50,47,53,44,46,49,42,7,53,50,44,116,53,46,11,45,44,85,9,49,6,45,46,54,48,54,81,48,72,44,45,46,51,42,11,45,57,47,43,45,45,43,52,45,48,53,47,43,48,47,42,45,54,57,48,5,13,42,49,47,45,45,46,45,44,51,68,41,48,5,45,45,49,50,48,45,52,43,120,44,52,46,0,0,47,48,49,50,67,49,49,48,49,50,50,48,52,50,50,58,49,46,49,50,51,48,53,1,42,1,1,1,43,55,48,49,54,1,0,1,1,2,2,0
Anser albifrons,74,51,47,76,43,3,51,45,53,57,44,46,45,44,44,43,61,43,83,4,51,54,50,48,52,44,46,49,41,5,52,50,44,115,52,47,11,45,44,84,9,47,10,45,45,54,48,54,79,47,73,44,45,44,51,42,13,45,57,47,43,45,45,43,52,46,47,52,46,43,46,45,42,45,53,57,48,6,12,42,47,48,46,45,46,44,45,49,68,41,49,5,45,43,48,52,48,46,55,43,119,44,53,45,4,4,49,50,49,52,66,51,51,50,51,49,50,50,52,51,49,58,47,45,47,49,50,47,51,3,43,3,5,5,44,55,47,48,54,5,4,5,5,4,4,4,0
